STATE,NAME,YEAR,G,PA,AB,RBI,R,H,1B,2B,3B,HR,TB,SO,SB,AVG,OBP,SLG,GIDP,SAC,SF,BB,IBB,HBP,CS,GO,AO,G/F,SB%,TA,SSA
°h§Ð,ªL¨|ÂE,2013,5,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0
°h§Ð,¥Û«Û½n,2013,5,19,15,2,4,3,3,0,0,0,3,5,1,0.2,0.333,0.2,0,1,0,3,0,0,0,5,2,2.5,1,0.583,213
°h§Ð,Ä¬°K»õ,2013,4,6,6,0,3,2,2,0,0,0,2,1,0,0.333,0.333,0.333,0,0,0,0,0,0,0,3,0,0,0,0.5,335.33
°h§Ð,³¯µqµM,2013,4,12,10,1,0,2,2,0,0,0,2,1,0,0.2,0.333,0.2,1,0,0,2,0,0,1,4,3,1.333,0,0.4,207
°h§Ð,³¯¥°®Û,2013,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,1,0,0,0,1,0
°h§Ð,¦¶°¶»Ê,2013,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
²{§Ð,±iµúº~,2013,2,4,3,0,2,1,1,0,0,0,1,0,0,0.333,0.5,0.333,0,0,0,1,0,0,0,0,2,0,0,1,334.33
°h§Ð,¤ý´ð´P,2013,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
°h§Ð,Ã¹°êºÕ,2013,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
²{§Ð,¿àÂE¸Û,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,·¨®i¦°,2013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
°h§Ð,ªL¥¿Â×,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
²{§Ð,³¯¤l»¨,2013,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
²{§Ð,±ç®aºa,2013,1,4,3,1,1,2,2,0,0,0,2,1,0,0.667,0.75,0.667,0,0,0,1,0,0,0,0,0,0,0,3,673.67
²{§Ð,ªL¯q¥þ,2014,119,520,465,88,81,161,114,32,1,14,237,33,1,0.346,0.393,0.51,13,2,8,40,4,1,0,154,124,1.242,1,0.893,1303.24
²{§Ð,±i¥¿°¶,2014,118,534,481,34,68,154,123,25,3,3,194,40,19,0.32,0.371,0.403,7,4,4,33,4,8,13,132,159,0.83,0.594,0.744,744.17
°h§Ð,´^¬F¶{,2014,118,488,399,56,57,120,95,15,1,9,164,69,18,0.301,0.411,0.411,12,1,6,73,3,6,7,114,102,1.118,0.72,0.886,924.75
²{§Ð,­Jª÷Às,2014,115,505,463,55,81,162,126,27,4,5,212,35,12,0.35,0.39,0.458,16,6,3,32,1,0,2,133,136,0.978,0.857,0.806,936.89
°h§Ð,¶À®õÀs,2014,115,474,436,54,41,116,84,28,1,3,155,38,10,0.266,0.296,0.356,8,9,6,16,2,5,4,135,153,0.882,0.714,0.566,751.06
²{§Ð,¾H§Ó°¶,2014,114,445,383,57,45,99,70,15,3,11,153,102,5,0.258,0.333,0.399,7,0,10,40,4,8,2,90,102,0.882,0.714,0.717,916.49
²{§Ð,±i§Ó»¨,2014,112,443,401,52,52,105,67,18,10,10,173,73,20,0.262,0.311,0.431,5,4,6,28,1,3,6,101,128,0.789,0.769,0.733,894.85
°h§Ð,±i«Ø»Ê,2014,112,484,448,44,58,134,116,16,1,1,155,46,3,0.299,0.335,0.346,11,3,6,24,0,3,3,147,127,1.157,0.5,0.564,694.11
°h§Ð,¼BªÜ»¨,2014,109,466,417,58,66,113,79,19,4,11,173,80,13,0.271,0.336,0.415,13,0,4,41,2,2,8,120,108,1.111,0.619,0.711,953.98
²{§Ð,ªL´¼³Ó,2014,109,441,391,73,53,109,69,27,2,11,173,87,14,0.279,0.345,0.442,9,1,5,40,2,2,2,78,124,0.629,0.875,0.788,1036.77
²{§Ð,¸â´¼³ó,2014,108,437,377,26,51,108,83,23,1,1,136,52,7,0.286,0.359,0.361,2,11,2,33,3,11,8,133,86,1.547,0.467,0.681,572.47
²{§Ð,¤ý³Ó°¶,2014,108,383,343,21,36,87,71,16,0,0,103,58,21,0.254,0.305,0.3,10,13,1,17,0,9,5,84,114,0.737,0.808,0.554,461.64
²{§Ð,°ª°ê¼y,2014,107,371,340,32,32,89,72,13,2,2,112,49,1,0.262,0.316,0.329,15,0,2,26,1,2,1,96,108,0.889,0.5,0.532,573.76
²{§Ð,ªL´¼¥­,2014,106,415,374,36,50,103,88,12,2,1,122,52,31,0.275,0.336,0.326,7,4,2,26,0,9,7,148,73,2.027,0.816,0.66,597.4
²{§Ð,ªLªl¨|,2014,102,426,387,60,55,121,87,16,2,16,189,61,0,0.313,0.367,0.488,18,1,1,20,3,14,0,111,95,1.168,0,0.796,1121.66
²{§Ð,©P«ä»ô,2014,102,377,332,42,30,92,72,15,1,4,121,56,6,0.277,0.35,0.364,4,1,3,37,2,2,1,78,109,0.716,0.857,0.686,688.11
°h§Ð,¶À¯EµM,2014,100,307,273,33,25,64,46,14,1,3,89,54,1,0.234,0.271,0.326,4,15,4,11,0,4,2,78,82,0.951,0.333,0.488,548.43
²{§Ð,³¯ó`°ò,2014,100,394,353,54,55,111,81,21,3,6,156,58,14,0.314,0.364,0.442,13,2,6,29,2,2,3,83,107,0.776,0.824,0.787,860.45
²{§Ð,§E¼wÀs,2014,99,311,293,29,43,79,68,7,4,0,94,33,9,0.27,0.292,0.321,5,3,4,11,0,0,5,106,79,1.342,0.643,0.509,508.62
²{§Ð,¶À®¦½ç,2014,99,314,288,36,32,65,53,10,1,1,80,61,8,0.226,0.276,0.278,10,2,3,19,0,2,6,83,82,1.012,0.571,0.456,505.69
¤G­x,ªL«Â§Ê,2014,98,368,332,32,29,104,89,14,1,0,120,53,12,0.313,0.351,0.361,7,11,3,18,1,3,4,112,66,1.697,0.75,0.644,593.25
°h§Ð,¾G¹FÂE,2014,97,360,312,35,39,93,77,14,1,1,112,49,20,0.298,0.368,0.359,10,5,4,31,2,6,10,97,77,1.26,0.667,0.715,605.08
²{§Ð,³¢ÄY¤å,2014,94,369,333,49,45,99,77,13,1,8,138,44,4,0.297,0.354,0.414,11,1,3,31,1,0,3,86,107,0.804,0.571,0.702,840.3
°h§Ð,ªL§Ó²»,2014,93,381,354,22,54,109,88,20,1,0,131,37,22,0.308,0.347,0.37,4,3,1,20,1,2,6,110,99,1.111,0.786,0.69,548.91
°h§Ð,³¯¦¿©M,2014,93,285,243,28,21,61,48,11,0,2,78,31,1,0.251,0.311,0.321,4,18,2,19,0,3,1,89,64,1.391,0.5,0.54,509.03
²{§Ð,³¯³Í­Û,2014,90,289,264,22,31,61,51,8,2,0,73,43,5,0.231,0.283,0.277,11,6,0,19,0,0,1,96,64,1.5,0.833,0.451,414.06
²{§Ð,ÂÅ±G­Û,2014,88,309,277,39,47,94,69,20,1,4,128,42,20,0.339,0.373,0.462,6,4,7,15,2,4,1,86,62,1.387,0.952,0.889,742.35
²{§Ð,±iµúº~,2014,86,299,270,34,28,79,65,11,1,2,98,62,1,0.293,0.349,0.363,5,1,3,19,0,6,2,66,66,1,0.333,0.626,600.59
²{§Ð,ªLÞ³®¦,2014,86,251,223,15,30,50,41,9,0,0,59,35,2,0.224,0.273,0.265,7,9,3,10,0,6,2,80,61,1.311,0.5,0.423,358.22
°h§Ð,°ª§Óºõ,2014,86,294,260,26,31,68,53,14,1,0,84,30,4,0.262,0.331,0.323,8,3,2,22,1,6,0,90,74,1.216,1,0.585,475.54
²{§Ð,¼ïªZ¶¯,2014,85,349,296,50,47,79,52,17,3,7,123,65,10,0.267,0.365,0.416,5,0,4,45,1,3,1,80,76,1.053,0.909,0.816,779.89
²{§Ð,³¯¤l»¨,2014,85,276,251,29,36,62,43,12,3,4,92,57,6,0.247,0.29,0.367,5,6,2,15,1,1,3,79,55,1.436,0.667,0.584,564.01
²{§Ð,­ð»F§Ê,2014,84,269,250,23,27,70,59,8,0,3,87,33,4,0.28,0.307,0.348,2,5,3,9,0,2,4,80,70,1.143,0.5,0.548,542
°h§Ð,³¯«a¥ô,2014,82,268,245,35,17,71,54,16,0,1,90,23,1,0.29,0.33,0.367,11,0,5,11,1,6,1,81,75,1.08,0.5,0.586,574.8
°h§Ð,³¢©§µa,2014,82,228,200,27,22,46,33,8,0,5,69,51,0,0.23,0.316,0.345,1,0,2,25,0,1,3,50,55,0.909,0,0.601,534
°h§Ð,¶§«a«Â,2014,80,305,282,45,34,90,64,17,1,8,133,60,1,0.319,0.346,0.472,10,4,5,13,0,1,0,79,58,1.362,1,0.733,837.15
°h§Ð,¾G¥ü¦æ,2014,78,239,226,25,22,55,51,3,1,0,60,24,1,0.243,0.278,0.265,7,1,0,10,1,1,2,83,64,1.297,0.333,0.406,428.36
°h§Ð,Áé©Ó¯§,2014,67,173,153,20,15,34,20,9,1,4,57,38,1,0.222,0.298,0.373,3,1,1,15,1,2,1,34,48,0.708,0.5,0.618,459.22
°h§Ð,ªL©v¨k,2014,67,213,189,18,19,48,40,6,2,0,58,34,3,0.254,0.319,0.307,3,3,2,18,0,1,1,58,51,1.137,0.75,0.552,401.97
°h§Ð,¼B¨|¨°,2014,61,159,145,11,19,31,29,0,0,2,37,32,1,0.214,0.269,0.255,4,3,0,10,0,1,1,52,30,1.733,0.5,0.412,345.79
²{§Ð,¸­¦Ë°a,2014,61,107,98,4,15,21,11,10,0,0,31,29,10,0.214,0.264,0.316,2,1,1,7,0,0,1,21,28,0.75,0.909,0.6,265.29
²{§Ð,¼B®É»¨,2014,61,127,115,10,19,31,24,7,0,0,38,20,0,0.27,0.328,0.33,3,1,0,10,1,0,0,39,25,1.56,0,0.563,357.57
°h§Ð,³¯¶­­·,2014,60,152,144,16,15,39,33,6,0,0,45,24,8,0.271,0.284,0.313,4,4,1,2,0,1,1,49,33,1.485,0.889,0.509,395.83
²{§Ð,³¯®a¾s,2014,58,144,134,11,10,27,15,7,0,5,49,37,0,0.201,0.236,0.366,1,4,0,5,0,1,0,25,45,0.556,0,0.509,405.49
°h§Ð,³¯´¼¥°,2014,58,116,102,8,7,22,15,5,0,2,33,25,0,0.216,0.245,0.324,4,10,0,4,0,0,0,28,27,1.037,0,0.44,328.69
°h§Ð,±i®õ¤s,2014,57,191,175,28,15,49,37,7,0,5,71,32,0,0.28,0.34,0.406,6,0,0,16,0,0,1,54,40,1.35,0,0.654,591
²{§Ð,¶À¶vÁn,2014,54,152,147,11,17,37,30,6,0,1,46,31,1,0.252,0.272,0.313,8,1,0,4,0,0,0,40,39,1.026,1,0.432,372.7
²{§Ð,Ã¹°êÀs,2014,52,166,150,14,18,42,33,6,3,0,54,42,4,0.28,0.319,0.36,4,6,1,8,0,1,2,40,27,1.481,0.667,0.588,404
²{§Ð,°ª°ê½÷,2014,52,220,188,57,43,58,26,14,0,18,126,42,6,0.309,0.401,0.67,4,0,0,26,3,3,0,27,61,0.443,1,1.224,1079.51
°h§Ð,©P¼s³Ó,2014,51,145,128,17,14,31,23,8,0,0,39,25,0,0.242,0.3,0.305,9,5,1,10,0,1,1,43,30,1.433,0,0.467,366.19
°h§Ð,³¢«T¦ö,2014,51,148,132,10,21,30,24,4,1,1,39,43,1,0.227,0.311,0.295,3,0,0,13,0,3,0,28,31,0.903,1,0.533,336.27
²{§Ð,³¢¥Ãºû,2014,51,171,157,15,19,50,43,5,2,0,59,22,7,0.318,0.339,0.376,4,6,2,5,0,1,2,42,45,0.933,0.778,0.637,452.47
°h§Ð,?§§¾±,2014,50,135,124,5,11,25,23,2,0,0,27,45,0,0.202,0.231,0.218,4,5,1,4,0,1,0,28,27,1.037,0,0.311,253.61
°h§Ð,­@§J,2014,49,208,186,34,27,68,55,9,0,4,89,24,3,0.366,0.406,0.478,6,1,5,16,0,0,0,47,52,0.904,1,0.871,704.59
²{§Ð,¤è§J°¶,2014,48,120,112,11,10,33,27,5,0,1,41,22,0,0.295,0.325,0.366,4,3,0,4,0,1,0,28,29,0.966,0,0.554,410.64
°h§Ð,³¢°··ì,2014,47,106,95,9,10,21,19,1,1,0,24,23,1,0.221,0.265,0.253,0,4,1,6,0,0,2,24,28,0.857,0.333,0.408,290.05
°h§Ð,ÂÅ¤Ö¥Õ,2014,44,113,94,11,9,22,18,4,0,0,26,15,2,0.234,0.327,0.277,3,3,2,9,0,5,0,41,18,2.278,1,0.56,315.04
°h§Ð,³¯ª÷¾W,2014,43,94,80,6,12,11,10,1,0,0,12,21,0,0.138,0.255,0.15,2,0,1,13,0,0,0,19,30,0.633,0,0.352,179.5
°h§Ð,ªL«Â§U,2014,42,113,100,11,5,19,17,1,0,1,23,9,0,0.19,0.261,0.23,6,0,1,9,2,1,0,37,36,1.028,0,0.402,288
°h§Ð,½²«Ø°¶,2014,41,90,79,11,12,21,14,5,1,1,31,16,1,0.266,0.33,0.392,3,2,1,8,0,0,0,22,21,1.048,1,0.656,371.82
°h§Ð,³¢­×©µ,2014,40,103,93,5,7,19,18,1,0,0,20,18,4,0.204,0.267,0.215,5,1,0,7,1,1,3,30,25,1.2,0.571,0.402,249.3
°h§Ð,Â²´I´¼,2014,40,39,34,0,7,6,4,2,0,0,8,8,1,0.176,0.263,0.235,0,1,0,2,0,2,2,14,6,2.333,0.333,0.433,184.47
²{§Ð,°ª§µ»ö,2014,40,156,147,11,19,39,34,4,1,0,45,30,5,0.265,0.294,0.306,3,3,0,6,0,0,1,52,26,2,0.833,0.5,365.31
°h§Ð,Ä¬«Øºa,2014,27,32,26,1,4,5,5,0,0,0,5,3,0,0.192,0.344,0.192,0,0,0,3,0,3,0,9,9,1,0,0.524,202.31
²{§Ð,³¯«T¨q,2014,26,98,85,8,10,21,14,5,0,2,32,17,1,0.247,0.347,0.376,4,0,0,11,0,2,0,18,29,0.621,1,0.676,359.06
°h§Ð,¯Î§J³ó,2014,23,55,46,5,5,11,10,1,0,0,12,16,2,0.239,0.327,0.261,1,0,2,7,0,0,0,9,12,0.75,1,0.583,276.13
²{§Ð,ªL«É¿o,2014,23,54,50,10,6,13,11,2,0,0,15,9,0,0.26,0.302,0.3,1,1,0,0,0,3,0,16,12,1.333,0,0.474,325
²{§Ð,³¯°¶º~,2014,23,45,43,6,6,14,11,3,0,0,17,10,1,0.326,0.341,0.395,0,1,0,1,0,0,1,12,7,1.714,0.5,0.633,372.58
°h§Ð,³¯¥°®Û,2014,23,21,19,0,2,2,2,0,0,0,2,8,3,0.105,0.15,0.105,0,1,0,1,0,0,1,6,3,2,0.75,0.333,107.26
°h§Ð,®}ºÍ¾Ü,2014,22,47,41,1,6,13,11,0,2,0,17,5,0,0.317,0.364,0.415,0,3,0,3,0,0,0,14,9,1.556,0,0.714,339.07
°h§Ð,¶À´¼°ö,2014,21,55,53,4,10,13,13,0,0,0,13,17,0,0.245,0.259,0.245,3,1,0,1,0,0,0,13,10,1.3,0,0.326,278.28
°h§Ð,¦¶¤¸¶Ô,2014,21,43,39,1,4,9,7,1,0,1,13,10,0,0.231,0.302,0.333,0,0,0,4,0,0,1,9,11,0.818,0,0.548,268.77
²{§Ð,³\°ò§»,2014,21,77,62,14,11,18,9,5,0,4,35,17,0,0.29,0.429,0.565,2,0,0,15,0,0,1,16,11,1.455,0,1.064,475.32
°h§Ð,±i¥Á¿Î,2014,21,53,46,1,6,12,10,2,0,0,14,9,0,0.261,0.3,0.304,2,3,1,3,0,0,0,13,13,1,0,0.472,279.87
°h§Ð,,2014,19,41,37,4,5,7,6,1,0,0,8,10,0,0.189,0.195,0.216,0,0,3,1,0,0,0,13,10,1.3,0,0.3,217.19
°h§Ð,¤èÎëµú,2014,18,28,26,3,4,5,3,2,0,0,7,10,1,0.192,0.222,0.269,1,1,0,1,0,0,0,8,3,2.667,1,0.409,214.31
°h§Ð,³¯µqµM,2014,18,41,37,2,5,6,3,2,1,0,10,7,0,0.162,0.22,0.27,2,0,1,3,0,0,0,11,14,0.786,0,0.394,182.16
°h§Ð,¤è¥È©v,2014,17,47,44,1,2,8,7,1,0,0,9,10,0,0.182,0.2,0.205,0,2,0,1,0,0,0,12,14,0.857,0,0.278,195.82
°h§Ð,ªL¬F»õ,2014,16,18,16,0,3,1,1,0,0,0,1,5,0,0.062,0.167,0.063,2,0,0,2,0,0,0,5,5,1,0,0.176,63.5
°h§Ð,¥Û§Ó°¶,2014,16,28,28,0,2,6,5,1,0,0,7,5,0,0.214,0.214,0.25,2,0,0,0,0,0,0,8,9,0.889,0,0.292,221.29
°h§Ð,§õ¨º·ç,2014,15,66,61,5,8,16,12,4,0,0,20,5,0,0.262,0.292,0.328,0,1,1,2,0,1,0,18,23,0.783,0,0.511,307.3
²{§Ð,§d©v®m,2014,14,15,12,2,2,2,1,1,0,0,3,1,0,0.167,0.267,0.25,0,0,1,2,0,0,0,5,5,1,0,0.5,179.67
°h§Ð,³¯«T½÷,2014,14,32,28,4,3,5,3,2,0,0,7,7,0,0.179,0.281,0.25,2,0,0,0,0,4,0,10,6,1.667,0,0.44,205.57
²{§Ð,±ç®aºa,2014,14,43,41,2,1,7,6,1,0,0,8,12,0,0.171,0.209,0.195,1,0,0,1,0,1,0,11,11,1,0,0.286,188.73
²{§Ð,½²©úÄ±,2014,12,27,23,1,3,7,4,3,0,0,10,4,1,0.304,0.407,0.435,1,0,0,2,0,2,0,8,4,2,1,0.882,319.35
°h§Ð,Ä¬°K»õ,2014,12,11,11,0,2,1,1,0,0,0,1,4,0,0.091,0.091,0.091,0,0,0,0,0,0,0,4,2,2,0,0.1,91.91
°h§Ð,Ã¹°ö¯÷,2014,8,29,26,1,1,3,2,1,0,0,4,1,1,0.115,0.207,0.154,1,0,0,3,0,0,1,13,9,1.444,0.5,0.32,124.38
°h§Ð,±iÒRªê,2014,7,7,7,0,0,1,0,1,0,0,2,1,0,0.143,0.143,0.286,2,0,0,0,0,0,0,5,0,0,0,0.25,144.86
°h§Ð,§õ¨|¾§,2014,7,14,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,5,1.4,0,0,0
°h§Ð,¤ýÄ_½h,2014,6,8,7,1,0,3,3,0,0,0,3,3,1,0.429,0.5,0.429,0,0,0,1,0,0,1,1,0,0,0.5,1,436.57
°h§Ð,ªL¤ý±ÒÞ³,2014,6,16,13,0,3,2,1,1,0,0,3,7,0,0.154,0.313,0.231,0,0,0,2,0,1,0,2,2,1,0,0.545,156.85
²{§Ð,¬ö«~§»,2014,4,10,10,0,1,2,2,0,0,0,2,1,0,0.2,0.2,0.2,0,0,0,0,0,0,1,5,2,2.5,0,0.222,202
²{§Ð,±i§Ó±j,2014,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
°h§Ð,³¯«Â¾§,2014,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
°h§Ð,ÁÂ¬¯¥ô,2014,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,2,0,0,0,1,0,0,0,1,0
°h§Ð,¼B®a»¨,2014,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
°h§Ð,#©P¸t°V,2014,2,4,4,0,0,1,1,0,0,0,1,1,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,2,0,0,0.333,251
°h§Ð,ªL¾Ë³¹,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
°h§Ð,³¢ªl§Ó,2014,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0
²{§Ð,Á§Ïú±c,2014,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,§õ®a¾s,2014,1,3,3,0,0,1,1,0,0,0,1,2,0,0.333,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0.5,334.33
²{§Ð,·¨®aºû,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¶O¥j¬¥,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
²{§Ð,°ª°ê½÷,2015,120,545,485,110,107,157,88,29,1,39,305,77,7,0.324,0.384,0.629,9,0,6,43,3,8,3,88,169,0.521,0.7,1.076,1958.71
²{§Ð,ªLªl¨|,2015,119,508,434,101,97,153,102,27,0,24,252,69,4,0.353,0.438,0.581,13,0,2,50,4,18,0,110,104,1.058,1,1.116,1589.53
²{§Ð,ªL¯q¥þ,2015,117,512,452,126,84,166,114,28,1,23,265,53,1,0.367,0.417,0.586,12,0,10,46,4,0,1,120,123,0.976,0.5,1.057,1722.26
²{§Ð,¤ý³Ó°¶,2015,114,425,378,40,62,110,88,14,2,6,146,46,16,0.291,0.333,0.386,8,14,6,17,0,10,5,104,124,0.839,0.762,0.673,757.01
°h§Ð,±i«Ø»Ê,2015,114,499,453,74,89,155,116,25,3,11,219,64,4,0.342,0.388,0.483,14,3,5,32,1,5,1,130,109,1.193,0.8,0.834,1151.16
²{§Ð,¸â´¼³ó,2015,113,438,387,34,70,110,89,15,3,3,140,67,14,0.284,0.353,0.362,7,2,5,32,0,12,3,132,83,1.59,0.824,0.69,654.24
²{§Ð,³¯«T¨q,2015,113,475,418,118,78,140,84,31,0,25,246,65,11,0.335,0.401,0.589,11,1,6,47,0,3,4,97,123,0.789,0.733,1.048,1670.93
²{§Ð,ªL´¼³Ó,2015,110,495,411,124,106,156,93,30,2,31,283,91,30,0.38,0.467,0.689,10,0,8,65,2,9,10,71,101,0.703,0.75,1.415,1902.56
²{§Ð,³¢ÄY¤å,2015,109,460,421,71,62,125,94,20,2,9,176,71,14,0.297,0.347,0.418,9,1,3,33,1,1,4,129,99,1.303,0.778,0.728,1007.91
²{§Ð,©P«ä»ô,2015,109,474,413,79,68,144,101,27,1,15,218,68,11,0.349,0.414,0.528,7,5,6,45,0,5,2,83,124,0.669,0.846,1.004,1261.67
²{§Ð,­Jª÷Às,2015,108,489,446,76,99,171,126,28,1,16,249,37,15,0.383,0.428,0.558,11,2,3,35,1,2,3,120,121,0.992,0.833,1.045,1332.41
²{§Ð,±i¥¿°¶,2015,108,476,418,41,85,140,110,25,3,2,177,40,3,0.335,0.408,0.423,6,1,3,47,0,7,6,119,122,0.975,0.333,0.807,756.93
°h§Ð,´^¬F¶{,2015,108,484,409,57,62,131,110,16,1,4,161,81,3,0.32,0.413,0.394,14,1,5,65,1,3,4,97,105,0.924,0.429,0.787,846.29
°h§Ð,ªL§Ó²»,2015,107,483,450,54,73,136,112,20,0,4,168,60,20,0.302,0.336,0.373,4,1,6,25,0,1,10,152,108,1.407,0.667,0.652,820.22
²{§Ð,ªL´¼¥­,2015,107,420,370,42,69,113,94,13,2,4,142,44,32,0.305,0.373,0.384,9,4,4,38,0,4,7,121,96,1.26,0.821,0.791,737.41
²{§Ð,³¯ó`°ò,2015,107,387,342,50,56,95,56,23,2,14,164,57,16,0.278,0.344,0.48,10,3,5,34,0,3,3,65,131,0.496,0.842,0.835,971.78
²{§Ð,³¯¤l»¨,2015,100,339,295,44,57,88,69,11,3,5,120,54,4,0.298,0.376,0.407,1,3,2,33,1,5,1,89,66,1.348,0.8,0.78,738.31
°h§Ð,¾G¹FÂE,2015,100,341,305,51,42,102,84,11,4,3,130,25,3,0.334,0.393,0.426,10,3,1,26,2,4,8,106,73,1.452,0.273,0.747,779.43
²{§Ð,Ã¹°êÀs,2015,99,388,337,37,50,103,81,14,6,2,135,57,8,0.306,0.374,0.401,9,8,4,37,0,2,4,100,81,1.235,0.667,0.737,665.64
²{§Ð,¾H§Ó°¶,2015,98,320,285,60,39,76,46,15,1,14,135,80,2,0.267,0.329,0.474,7,0,3,27,4,1,0,60,72,0.833,1,0.782,981.67
°h§Ð,³¯¦¿©M,2015,97,256,216,28,24,59,53,4,0,2,69,28,1,0.273,0.322,0.319,5,17,5,14,0,4,0,71,63,1.127,1,0.543,522.15
°h§Ð,ªL«Â§U,2015,96,329,307,58,39,95,71,17,1,6,132,25,0,0.309,0.34,0.43,4,2,2,15,3,0,0,99,90,1.1,0,0.694,851.45
²{§Ð,³¯®a¾s,2015,95,288,257,32,34,69,48,13,0,8,106,54,0,0.268,0.315,0.412,5,8,3,19,1,0,0,50,87,0.575,0,0.653,694.48
²{§Ð,§E¼wÀs,2015,93,373,336,34,66,101,82,13,5,1,127,50,21,0.301,0.356,0.378,9,5,2,27,0,3,2,107,80,1.337,0.913,0.724,617.6
²{§Ð,ªLÞ³®¦,2015,93,275,247,20,32,58,51,6,1,0,66,45,9,0.235,0.284,0.267,6,11,0,17,0,0,3,86,58,1.483,0.75,0.465,400.82
²{§Ð,ªL©ô½Ã,2015,93,289,245,31,52,69,49,15,3,2,96,59,17,0.282,0.375,0.392,3,5,1,33,1,4,2,79,39,2.026,0.895,0.834,572.63
²{§Ð,±i§Ó»¨,2015,91,367,327,45,64,97,57,20,6,14,171,57,12,0.297,0.355,0.523,3,5,3,24,1,7,2,80,96,0.833,0.857,0.915,972.64
²{§Ð,°ª°ê¼y,2015,91,382,346,57,51,113,90,16,2,5,148,44,6,0.327,0.381,0.428,12,0,3,27,1,5,2,85,107,0.794,0.75,0.757,859.59
°h§Ð,¶§«a«Â,2015,90,359,333,60,54,100,77,10,2,11,147,59,3,0.3,0.335,0.441,9,2,3,16,1,3,3,82,95,0.863,0.5,0.694,967.3
°h§Ð,¶À¯EµM,2015,87,272,250,35,38,66,49,12,1,4,92,57,2,0.264,0.306,0.368,6,4,2,16,0,0,2,51,78,0.654,0.5,0.573,611
²{§Ð,³\°ò§»,2015,87,322,260,56,54,83,55,13,2,13,139,76,2,0.319,0.43,0.535,2,0,6,52,1,3,0,48,60,0.8,1,1.101,998.23
²{§Ð,³¯³Í­Û,2015,79,248,218,27,35,66,56,8,1,1,79,28,3,0.303,0.36,0.362,7,6,3,17,0,4,2,69,59,1.169,0.6,0.64,536.75
°h§Ð,¶R¹Å»ö,2015,78,272,230,31,39,64,47,13,0,4,89,46,4,0.278,0.371,0.387,6,0,5,30,0,7,1,49,76,0.645,0.8,0.751,602.26
°h§Ð,°ª§Óºõ,2015,75,238,217,21,30,56,45,9,1,1,70,37,3,0.258,0.314,0.323,4,2,1,17,0,1,4,61,64,0.953,0.429,0.538,453.06
°h§Ð,¦¶¤¸¶Ô,2015,73,211,184,24,31,50,39,8,0,3,67,49,2,0.272,0.343,0.364,2,6,0,16,1,4,5,47,38,1.237,0.286,0.638,518.74
²{§Ð,³¢¥Ãºû,2015,73,131,118,11,23,33,27,4,1,1,42,24,5,0.28,0.313,0.356,1,3,3,6,0,1,0,35,29,1.207,1,0.628,396.66
²{§Ð,¼B®É»¨,2015,68,157,139,12,14,33,23,8,1,1,46,19,0,0.237,0.318,0.331,5,0,1,15,0,2,0,49,39,1.256,0,0.568,363.41
°h§Ð,¶À®õÀs,2015,68,136,120,17,14,32,28,3,1,0,37,12,0,0.267,0.328,0.308,5,2,2,8,0,4,0,44,35,1.257,0,0.527,388.67
